"School-Holiday Type","Region","Start Date","End Date"
"Christmas holiday 2017","All","21-12-2017(Week: 51)","03-01-2018(Week: 01)"
"Easter holidays 2018","All","26-03-2018(Week: 13)","02-04-2018(Week: 14)"
"Summer holiday 2018","All","09-06-2018(Week: 23)","24-08-2018(Week: 34)"
