"School-Holiday Type","Region","Start Date","End Date"
"Christmas holiday 2018","All","22-12-2018(Week: 51)","06-01-2019(Week: 01)"
"Sport holiday 2019","All","26-01-2019(Week: 04)","17-03-2019(Week: 11)"
"Spring holiday 2019","All","06-04-2019(Week: 14)","05-05-2019(Week: 18)"
"Summer holiday 2019","All","29-06-2019(Week: 26)","28-08-2019(Week: 35)"
