"School-Holiday Type","Region","Start Date","End Date"
"Christmas Holidays","All","24-12-2018(Week: 52)","04-01-2019(Week: 01)"
"Winter Holidays","All","11-02-2019(Week: 07)","22-02-2019(Week: 08)"
"Spring Holidays","All","08-04-2019(Week: 15)","22-04-2019(Week: 17)"
"Grand Prix","All","23-05-2019(Week: 21)","24-05-2019(Week: 21)"
"Summer Holidays","All","01-07-2019(Week: 27)","30-11--0001(Week: 49)"
