"School-Holiday Type","Region","Start Date","End Date"
"Winter holiday 2018","All","03-01-2018(Week: 01)","22-01-2018(Week: 04)"
"Summer holiday 2018","All","16-06-2018(Week: 24)","31-08-2018(Week: 35)"
