"School-Holiday Type","Region","Start Date","End Date"
"Christmas holiday 2018","All","19-12-2018(Week: 51)","02-01-2019(Week: 01)"
"Winter holiday 2019","All","11-02-2019(Week: 07)","01-03-2019(Week: 09)"
"Easter holidays 2019","All","15-04-2019(Week: 16)","22-04-2019(Week: 17)"
"Summer holiday 2019","All","18-06-2019(Week: 25)","19-08-2019(Week: 34)"
