"School-Holiday Type","Region","Start Date","End Date"
"Christmas holiday 2018","All","23-12-2018(Week: 51)","06-01-2019(Week: 01)"
"Easter Holidays","All","12-04-2019(Week: 15)","26-04-2019(Week: 17)"
"Summer Holidays","All","20-06-2019(Week: 25)","30-11--0001(Week: 49)"
