"School-Holiday Type","Region","Start Date","End Date"
"Christmas Holidays","All","24-12-2018(Week: 52)","02-01-2019(Week: 01)"
"Winter Holidays","All","18-02-2019(Week: 08)","22-02-2019(Week: 08)"
"Spring Holidays","All","22-04-2019(Week: 17)","26-04-2019(Week: 17)"
