"School-Holiday Type","Region","Start Date","End Date"
"Winter Holidays","All","24-12-2018(Week: 52)","11-01-2019(Week: 02)"
"Semester Holidays","All","04-02-2019(Week: 06)","08-02-2019(Week: 06)"
"Spring Holidays","All","22-04-2019(Week: 17)","03-05-2019(Week: 18)"
"Summer Holidays","All","17-06-2019(Week: 25)","13-09-2019(Week: 37)"
