"School-Holiday Type","Region","Start Date","End Date"
"Christmas holiday 2017","All","25-12-2017(Week: 52)","02-01-2018(Week: 01)"
"Easter holidays 2018","All","29-03-2018(Week: 13)","03-04-2018(Week: 14)"
"Summer holiday 2018","All","18-06-2018(Week: 25)","31-08-2018(Week: 35)"
